nr	bezirk	bsn	schulname	plz	strasse	gesamtkosten
11	Lichtenberg	11G01	Sonnenuhr-Grundschule	10369	Franz-Jacob-Str. 33	€3'670'000
11	Lichtenberg	11G02	Grundschule am Roederplatz	10367	Bernhard-Bästlein-Str. 22	€4'900'000
11	Lichtenberg	11G03	Grundschule im Gutspark	10367	Josef-Orlopp-Str. 20	€1'580'000
11	Lichtenberg	11G05	Grundschule auf dem lichten Berg	10365	Atzpodienstr. 19	€2'080'000
11	Lichtenberg	11G06	Adam-Ries-Grundschule	10315	Alt-Friedrichsfelde 66	€5'130'000
11	Lichtenberg	11G07	Hermann-Gmeiner-Grundschule	10365	Harnackstr. 17	€0
11	Lichtenberg	11G08	Robinson-Grundschule	10317	Wönnichstr. 7	€2'700'000
11	Lichtenberg	11G09	Bürgermeister-Ziethen-Grundschule	10315	Massower Str. 39	€2'150'000
11	Lichtenberg	11G10	Schule im Ostseekarree (Grundschule)	13051	Barther Str. 27	€1'580'000
11	Lichtenberg	11G11	Bernhard-Grzimek-Grundschule	10319	Sewanstr. 184	€4'040'000
11	Lichtenberg	11G12	Lew-Tolstoi-Grundschule	10318	Römerweg 120	€1'180'000
11	Lichtenberg	11G13	Karlshorster Grundschule	10318	Lisztstr. 6	€230'000
11	Lichtenberg	11G14	Richard-Wagner-Grundschule	10318	Ehrenfelsstr. 36	€3'700'000
11	Lichtenberg	11G16	Schule an der Victoriastadt	10317	Nöldnerstr. 44	€2'450'000
11	Lichtenberg	11G17	Brodowin-Grundschule	13055	Liebenwalder Str. 22	€4'950'000
11	Lichtenberg	11G18	Grundschule am Wilhelmsberg	13055	Sandinostr. 8	€4'770'000
11	Lichtenberg	11G19	Obersee-Grundschule	13053	Roedernstr. 69-72	€0
11	Lichtenberg	11G21	Schule Am Faulen See	13053	Degnerstr. 71	€1'150'000
11	Lichtenberg	11G22	Martin-Niemöller-Grundschule	13053	Am Breiten Luch 5	€4'610'000
11	Lichtenberg	11G23	Friedrichsfelder Grundschule	10315	Lincolnstr. 67	€3'320'000
11	Lichtenberg	11G25	Grundschule am Wäldchen	13051	Wustrower Str. 28	€1'560'000
11	Lichtenberg	11G26	Randow-Grundschule	13057	Randowstr. 45	€1'430'000
11	Lichtenberg	11G28	Feldmark-Schule (Grundschule)	13057	Wartiner Str. 23	€2'670'000
11	Lichtenberg	11G29	Matibi-Grundschule	13059	Prendener Str. 15	€1'870'000
11	Lichtenberg	11G31	Schmetterlings-Grundschule	10319	Dolgenseestr. 60	€0
11	Lichtenberg	11K01	Alexander-Puschkin-Schule	10315	Massower Str. 37	€7'250'000
11	Lichtenberg	11K02	Mildred-Harnack-Schule	10365	Schulze-Boysen-Str. 12	€8'280'000
11	Lichtenberg	11K04	Gutenberg-Schule	13055	Sandinostr. 10	€6'250'000
11	Lichtenberg	11K05	Fritz-Reuter-Schule	13059	Prendener Str. 29	€400'000
11	Lichtenberg	11K06	Schule am Rathaus	10367	Rathausstr. 8	€3'250'000
11	Lichtenberg	11K07	Vincent-van-Gogh-Schule (Integrierte Sekundarschule)	13051	Wustrower Str. 26	€6'790'000
11	Lichtenberg	11K08	George-Orwell-Schule	10319	Sewanstr. 223	€2'610'000
11	Lichtenberg	11K09	Philipp-Reis-Schule (Integrierte Sekundarschule)	13055	Werneuchener Str. 15	€5'060'000
11	Lichtenberg	11K10	Grüner Campus Malchow (Gemeinschaftsschule)	13051	Malchower Chaussee 2	€11'830'000
11	Lichtenberg	11K11	Paul-Schmidt-Schule (Integrierte Sekundarschule)	13053	Malchower Weg 54	€4'320'000
11	Lichtenberg	11K12	Paul-und-Charlotte-Kniese-Schule (Gemeinschaftsschule)	10319	Erich-Kurz-Str. 6-10	€0
11	Lichtenberg	11S02	Schule am Fennpfuhl	10369	Alfred-Jung-Str. 19	€4'400'000
11	Lichtenberg	11S04	Paul-und-Charlotte-Kniese-Schule	10319	Erich-Kurz-Str. 6-10	€1'480'000
11	Lichtenberg	11S05	Schule am grünen Grund	10365	Herzbergstr. 79	€660'000
11	Lichtenberg	11S06	Selma-Lagerlöf-Schule	10367	Bernhard-Bästlein-Str. 56	€5'480'000
11	Lichtenberg	11S07	Carl-von-Linné-Schule	10367	Paul-Junius-Str. 15	€1'280'000
11	Lichtenberg	11S08	Schule Am Breiten Luch	13053	Am Breiten Luch 19	€5'430'000
11	Lichtenberg	11S12	Nils-Holgersson-Schule	10369	Otto-Marquardt-Str. 12-14	€0
11	Lichtenberg	11Y02	Johann-Gottfried-Herder-Gymnasium	10369	Franz-Jacob-Str. 8	€1'480'000
11	Lichtenberg	11Y05	Hans-und-Hilde-Coppi-Oberschule	10318	Römerweg 30-32	€10'340'000
11	Lichtenberg	11Y09	Barnim-Gymnasium	13057	Ahrensfelder Chaussee 41	€300'000
11	Lichtenberg	11Y10	Manfred-von-Ardenne-Gymnasium	13055	Werneuchener Str. 27-28	€10'660'000
11	Lichtenberg	11Y11	Immanuel-Kant-Gymnasium	10317	Lückstr. 63	€7'240'000
12	Reinickendorf	12G01	Havelmüller-Grundschule	13507	Namslaustr. 49-57	€4'040'000
12	Reinickendorf	12G02	Grundschule am Schäfersee	13407	Baseler Str. 2-6	€6'650'000
12	Reinickendorf	12G03	Reginhard-Grundschule	13409	Letteallee 39-41	€2'850'000
12	Reinickendorf	12G04	Till-Eulenspiegel-Grundschule	13407	Humboldtstr. 8-13	€5'530'000
12	Reinickendorf	12G05	Kolumbus-Grundschule	13409	Büchsenweg 23A	€4'870'000
12	Reinickendorf	12G06	Hausotter-Grundschule	13409	Hausotterplatz 4	€4'660'000
12	Reinickendorf	12G07	Mark-Twain-Grundschule	13403	Auguste-Viktoria-Allee 95	€4'890'000
12	Reinickendorf	12G09	Grundschule an der Peckwisch	13439	Tornower Weg 26-34	€4'640'000
12	Reinickendorf	12G10	Peter-Witte-Grundschule	13437	Rathauspromenade 75	€6'200'000
12	Reinickendorf	12G11	Ringelnatz-Grundschule	13437	Wilhelm-Gericke-Str. 7	€3'840'000
12	Reinickendorf	12G12	Borsigwalder Grundschule	13509	Miraustr. 100	€2'840'000
12	Reinickendorf	12G13	Franz-Marc-Grundschule	13507	Treskowstr. 26-31	€7'770'000
12	Reinickendorf	12G14	Alfred-Brehm-Grundschule	13507	Ascheberger Weg 8A	€3'660'000
12	Reinickendorf	12G15	Hoffmann-von-Fallersleben-Grundschule	13509	Ziekowstr. 80-88	€4'530'000
12	Reinickendorf	12G17	Ellef-Ringnes-Grundschule	13503	Im Erpelgrund 11-17	€4'780'000
12	Reinickendorf	12G18	Grundschule am Tegelschen Ort	13505	Gerlindeweg 11-23	€4'910'000
12	Reinickendorf	12G19	Münchhausen-Grundschule	13469	Artemisstr. 22-26	€5'570'000
12	Reinickendorf	12G20	Grundschule am Vierrutenberg	13469	Am Vierrutenberg 59-65	€2'970'000
12	Reinickendorf	12G21	Grundschule am Fließtal	13467	Seebadstr. 42-43	€4'120'000
12	Reinickendorf	12G22	Gustav-Dreyer-Grundschule	13467	Freiherr-vom-Stein-Str. 31	€6'220'000
12	Reinickendorf	12G23	Victor-Gollancz-Grundschule	13465	Gollanczstr. 18-24	€6'060'000
12	Reinickendorf	12G24	Renée-Sintenis-Grundschule	13465	Laurinsteig 39-45	€4'630'000
12	Reinickendorf	12G26	Märkische Grundschule	13439	Dannenwalder Weg 163-165	€4'850'000
12	Reinickendorf	12G27	Chamisso-Grundschule	13435	Senftenberger Ring 27	€5'810'000
12	Reinickendorf	12G28	Grundschule in den Rollbergen	13469	Waldshuter Zeile 6	€6'230'000
12	Reinickendorf	12G29	Hermann-Schulz-Grundschule	13403	Kienhorststr. 67-79	€7'060'000
12	Reinickendorf	12G30	Reineke-Fuchs-Grundschule	13403	Foxweg 15	€6'200'000
12	Reinickendorf	12G32	Charlie-Chaplin-Grundschule	13439	Wilhelmsruher Damm 90-94	€2'840'000
12	Reinickendorf	12G33	Lauterbach-Grundschule	13435	Senftenberger Ring 41	€9'550'000
12	Reinickendorf	12G34	Otfried-Preußler-Grundschule	13503	Schulzendorfer Str. 99	€5'210'000
12	Reinickendorf	12K01	Julius-Leber-Schule	13507	Treskowstr. 26-31	€0
12	Reinickendorf	12K02	Bettina-von-Arnim-Schule	13435	Senftenberger Ring 49	€18'520'000
12	Reinickendorf	12K03	Max-Beckmann-Schule (Integrierte Sekundarschule)	13403	Auguste-Viktoria-Allee 37	€9'370'000
12	Reinickendorf	12K04	Paul-Löbe-Schule	13407	Lindauer Allee 23-25	€10'650'000
12	Reinickendorf	12K05	Gustav-Freytag-Schule (Integrierte Sekundarschule)	13409	Breitkopfstr. 66-80	€7'980'000
12	Reinickendorf	12K06	Benjamin-Franklin-Schule (Integrierte Sekundarschule)	13509	Sommerfelder Str. 5-7	€7'170'000
12	Reinickendorf	12K07	Jean-Krämer-Schule (Integrierte Sekundarschule) Wittenau	13437	Alt-Wittenau 8-12	€10'670'000
12	Reinickendorf	12K09	Carl-Benz-Schule (Integrierte Sekundarschule)	13467	Heidenheimer Str. 53-54	€8'980'000
12	Reinickendorf	12K10	Carl-Bosch-Schule	13467	Frohnauer Str. 74-80	€8'440'000
12	Reinickendorf	12K11	Albrecht-Haushofer-Schule	13503	Kurzebracker Weg 40-46	€11'870'000
12	Reinickendorf	12K12	Campus Hannah Höch (Gemeinschaftsschule)	13435	Finsterwalder Str. 52-56	€11'180'000
12	Reinickendorf	12S01	Stötzner-Schule	13509	Tietzstr. 26-28	€3'470'000
12	Reinickendorf	12S02	Richard-Keller-Schule	13467	Olafstr. 32-34	€2'840'000
12	Reinickendorf	12S03	Lauterbach-Schule	13435	Senftenberger Ring 41	€750'000
12	Reinickendorf	12S04	Schule am Park	13437	Eichborndamm 276-284	€4'700'000
12	Reinickendorf	12S05	Wiesengrund-Schule	13467	Frohnauer Str. 74-80	€0
12	Reinickendorf	12S06	Toulouse-Lautrec-Schule	13509	Miraustr. 120-126	€8'940'000
12	Reinickendorf	12Y01	Friedrich-Engels-Gymnasium	13407	Emmentaler Str. 67	€12'690'000
12	Reinickendorf	12Y02	Europäisches Gymnasium Bertha-von-Suttner	13409	Reginhardstr. 172	€10'740'000
12	Reinickendorf	12Y03	Humboldt-Gymnasium	13509	Hatzfeldtallee 2-4	€11'560'000
12	Reinickendorf	12Y04	Gabriele-von-Bülow-Gymnasium	13509	Tile-Brügge-Weg 63	€8'690'000
12	Reinickendorf	12Y05	Georg-Herwegh-Gymnasium	13467	Fellbacher Str. 18-19	€7'670'000
12	Reinickendorf	12Y07	Romain-Rolland-Gymnasium	13469	Place Moliere 4	€16'370'000
12	Reinickendorf	12Y08	Thomas-Mann-Gymnasium	13439	Königshorster Str. 10	€16'100'000
